EC_number,BinID,Enrichment,product,gene,Classification,Confidence,Tax_Level,Quality,General_Pathway
1.3.5.1,Emma2metabat.45,Emma2,Succinate dehydrogenase flavoprotein subunit,sdhA,Rhodococcus,0.98,genus,Low,Citrate cycle (TCA cycle)
1.3.5.1,Emma2metabat.45,Emma2,Fumarate reductase iron-sulfur subunit,frdB,Rhodococcus,0.98,genus,Low,Citrate cycle (TCA cycle)
4.2.1.17,Emma2metabat.45,Emma2,Enoyl-CoA-hydratase,dpgD_1,Rhodococcus,0.98,genus,Low,Benzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,Enoyl-CoA-hydratase,dpgD_1,Rhodococcus,0.98,genus,Low,Aminobenzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,"2,3-dehydroadipyl-CoA hydratase",paaF,Rhodococcus,0.98,genus,Low,Benzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,"2,3-dehydroadipyl-CoA hydratase",paaF,Rhodococcus,0.98,genus,Low,Aminobenzoate degradation
1.3.5.4,Emma2metabat.45,Emma2,Fumarate reductase flavoprotein subunit,ifcA_1,Rhodococcus,0.98,genus,Low,Citrate cycle (TCA cycle)
1.3.5.4,Emma2metabat.45,Emma2,Fumarate reductase flavoprotein subunit,ifcA_2,Rhodococcus,0.98,genus,Low,Citrate cycle (TCA cycle)
1.14.13.24,Emma2metabat.45,Emma2,3-hydroxybenzoate 6-hydroxylase,NA,Rhodococcus,0.98,genus,Low,Benzoate degradation
4.2.1.2,Emma2metabat.45,Emma2,Fumarate hydratase class II,fumC,Rhodococcus,0.98,genus,Low,Citrate cycle (TCA cycle)
2.3.1.16,Emma2metabat.45,Emma2,Beta-ketothiolase BktB,bktB,Rhodococcus,0.98,genus,Low,Benzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,putative enoyl-CoA hydratase 1,NA,Rhodococcus,0.98,genus,Low,Benzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,putative enoyl-CoA hydratase 1,NA,Rhodococcus,0.98,genus,Low,Aminobenzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,putative enoyl-CoA hydratase echA14,NA,Rhodococcus,0.98,genus,Low,Benzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,putative enoyl-CoA hydratase echA14,NA,Rhodococcus,0.98,genus,Low,Aminobenzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,putative enoyl-CoA hydratase echA14,NA,Rhodococcus,0.98,genus,Low,Benzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,putative enoyl-CoA hydratase echA14,NA,Rhodococcus,0.98,genus,Low,Aminobenzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,Enoyl-CoA-hydratase,dpgD_2,Rhodococcus,0.98,genus,Low,Benzoate degradation
4.2.1.17,Emma2metabat.45,Emma2,Enoyl-CoA-hydratase,dpgD_2,Rhodococcus,0.98,genus,Low,Aminobenzoate degradation
4.2.1.3,Emma2metabat.46,Emma2,Aconitate hydratase B,acnB,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
4.2.1.2,Emma2metabat.46,Emma2,Fumarate hydratase class II,fumC_1,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
5.5.1.1,Emma2metabat.46,Emma2,Muconate cycloisomerase 1,catB,Pseudomonas,0.47,genus,High,Benzoate degradation
5.3.3.4,Emma2metabat.46,Emma2,Muconolactone Delta-isomerase,catC,Pseudomonas,0.47,genus,High,Benzoate degradation
1.13.11.1,Emma2metabat.46,Emma2,"Catechol 1,2-dioxygenase",catA,Pseudomonas,0.47,genus,High,Benzoate degradation
1.1.1.42,Emma2metabat.46,Emma2,Isocitrate dehydrogenase [NADP],icd_1,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
1.1.1.42,Emma2metabat.46,Emma2,Isocitrate dehydrogenase [NADP],icd_2,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
3.1.1.24,Emma2metabat.46,Emma2,3-oxoadipate enol-lactonase 2,catD_1,Pseudomonas,0.47,genus,High,Benzoate degradation
5.5.1.2,Emma2metabat.46,Emma2,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB,Pseudomonas,0.47,genus,High,Benzoate degradation
2.3.1.174,Emma2metabat.46,Emma2,Beta-ketoadipyl-CoA thiolase,pcaF,Pseudomonas,0.47,genus,High,Benzoate degradation
2.8.3.6,Emma2metabat.46,Emma2,3-oxoadipate CoA-transferase subunit B,catJ,Pseudomonas,0.47,genus,High,Benzoate degradation
2.8.3.6,Emma2metabat.46,Emma2,3-oxoadipate CoA-transferase subunit A,catI,Pseudomonas,0.47,genus,High,Benzoate degradation
4.2.1.2,Emma2metabat.46,Emma2,Fumarate hydratase class II,fumC_2,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
1.1.5.4,Emma2metabat.46,Emma2,Malate:quinone oxidoreductase,mqo_1,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
3.1.1.57,Emma2metabat.46,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD,Pseudomonas,0.47,genus,High,Benzoate degradation
3.1.1.57,Emma2metabat.46,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD,Pseudomonas,0.47,genus,High,Aminobenzoate degradation
3.1.1.24,Emma2metabat.46,Emma2,3-oxoadipate enol-lactonase 2,catD_2,Pseudomonas,0.47,genus,High,Benzoate degradation
4.2.1.3,Emma2metabat.46,Emma2,Aconitate hydratase A,acnA,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
6.2.1.5,Emma2metabat.46,Emma2,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
6.2.1.5,Emma2metabat.46,Emma2,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
1.8.1.4,Emma2metabat.46,Emma2,Dihydrolipoyl dehydrogenase,lpd,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
2.3.1.61,Emma2metabat.46,Emma2,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
1.2.4.2,Emma2metabat.46,Emma2,2-oxoglutarate dehydrogenase E1 component,sucA,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
1.3.5.1,Emma2metabat.46,Emma2,Succinate dehydrogenase iron-sulfur subunit,sdhB,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
1.3.5.1,Emma2metabat.46,Emma2,Succinate dehydrogenase flavoprotein subunit,sdhA,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
1.13.11.3,Emma2metabat.46,Emma2,"Protocatechuate 3,4-dioxygenase beta chain",pcaH_1,Pseudomonas,0.47,genus,High,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Emma2metabat.46,Emma2,"Protocatechuate 3,4-dioxygenase beta chain",pcaH_1,Pseudomonas,0.47,genus,High,Benzoate degradation
2.3.1.16,Emma2metabat.46,Emma2,3-ketoacyl-CoA thiolase FadI,fadI,Pseudomonas,0.47,genus,High,Benzoate degradation
2.3.1.9,Emma2metabat.46,Emma2,Acetyl-CoA acetyltransferase,thlA_1,Pseudomonas,0.47,genus,High,Benzoate degradation
4.1.3.17,Emma2metabat.46,Emma2,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,NA,Pseudomonas,0.47,genus,High,Benzoate degradation
2.3.1.9,Emma2metabat.46,Emma2,Acetyl-CoA acetyltransferase,thlA_2,Pseudomonas,0.47,genus,High,Benzoate degradation
1.1.5.4,Emma2metabat.46,Emma2,Malate:quinone oxidoreductase,mqo_2,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
4.2.1.17,Emma2metabat.46,Emma2,putative enoyl-CoA hydratase 1,NA,Pseudomonas,0.47,genus,High,Benzoate degradation
4.2.1.17,Emma2metabat.46,Emma2,putative enoyl-CoA hydratase 1,NA,Pseudomonas,0.47,genus,High,Aminobenzoate degradation
1.8.1.4,Emma2metabat.46,Emma2,Dihydrolipoyl dehydrogenase 3,lpd3,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
1.13.11.3,Emma2metabat.46,Emma2,"Protocatechuate 3,4-dioxygenase beta chain",pcaH_2,Pseudomonas,0.47,genus,High,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Emma2metabat.46,Emma2,"Protocatechuate 3,4-dioxygenase beta chain",pcaH_2,Pseudomonas,0.47,genus,High,Benzoate degradation
4.2.1.2,Emma2metabat.46,Emma2,"Fumarate hydratase class I, anaerobic",fumB,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
2.3.1.9,Emma2metabat.46,Emma2,Acetyl-CoA acetyltransferase,phaA,Pseudomonas,0.47,genus,High,Benzoate degradation
4.1.1.49,Emma2metabat.46,Emma2,Phosphoenolpyruvate carboxykinase (ATP),pckA,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
4.2.1.17,Emma2metabat.46,Emma2,putative enoyl-CoA hydratase,fadB_3,Pseudomonas,0.47,genus,High,Benzoate degradation
4.2.1.17,Emma2metabat.46,Emma2,putative enoyl-CoA hydratase,fadB_3,Pseudomonas,0.47,genus,High,Aminobenzoate degradation
2.3.1.12,Emma2metabat.46,Emma2,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,NA,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
1.2.4.1,Emma2metabat.46,Emma2,Pyruvate dehydrogenase E1 component,aceE,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
2.3.1.16,Emma2metabat.46,Emma2,3-ketoacyl-CoA thiolase,fadA_2,Pseudomonas,0.47,genus,High,Benzoate degradation
1.14.13.2,Emma2metabat.46,Emma2,p-hydroxybenzoate hydroxylase,pobA,Pseudomonas,0.47,genus,High,Benzoate degradation
1.3.8.10,Emma2metabat.46,Emma2,Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase,NA,Pseudomonas,0.47,genus,High,Benzoate degradation
4.2.1.3,Emma2metabat.46,Emma2,Aconitate hydratase A,acnM,Pseudomonas,0.47,genus,High,Citrate cycle (TCA cycle)
1.1.99.31,Emma2metabat.46,Emma2,(S)-mandelate dehydrogenase,mdlB,Pseudomonas,0.47,genus,High,Aminobenzoate degradation
3.1.1.24,Emma2metabat.46,Emma2,3-oxoadipate enol-lactonase 2,catD_3,Pseudomonas,0.47,genus,High,Benzoate degradation
1.13.11.3,Emma2metabat.46,Emma2,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Pseudomonas,0.47,genus,High,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Emma2metabat.46,Emma2,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Pseudomonas,0.47,genus,High,Benzoate degradation
3.5.1.4,Emma2metabat.46,Emma2,Aliphatic amidase,amiE,Pseudomonas,0.47,genus,High,Aminobenzoate degradation
2.3.1.16,Emma2metabat.46,Emma2,3-ketoacyl-CoA thiolase,fadA_3,Pseudomonas,0.47,genus,High,Benzoate degradation
2.3.1.9,Emma2metabat.47,Emma2,Acetyl-CoA acetyltransferase,phaA,Shinella zoogloeoides,0.42,species,Low,Benzoate degradation
2.3.1.61,Emma2metabat.47,Emma2,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB_1,Shinella zoogloeoides,0.42,species,Low,Citrate cycle (TCA cycle)
4.2.1.84,Emma2metabat.47,Emma2,Nitrile hydratase subunit beta,nthB,Shinella zoogloeoides,0.42,species,Low,Aminobenzoate degradation
4.2.1.84,Emma2metabat.47,Emma2,High-molecular weight cobalt-containing nitrile hydratase subunit alpha,nhhA,Shinella zoogloeoides,0.42,species,Low,Aminobenzoate degradation
1.8.1.4,Emma2metabat.47,Emma2,Dihydrolipoyl dehydrogenase,lpd,Shinella zoogloeoides,0.42,species,Low,Citrate cycle (TCA cycle)
2.3.1.12,Emma2metabat.47,Emma2,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,aceF,Shinella zoogloeoides,0.42,species,Low,Citrate cycle (TCA cycle)
1.8.1.4,Emma2metabat.47,Emma2,Dihydrolipoyl dehydrogenase,lpdA,Shinella zoogloeoides,0.42,species,Low,Citrate cycle (TCA cycle)
1.3.8.10,Emma2metabat.47,Emma2,Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase,NA,Shinella zoogloeoides,0.42,species,Low,Benzoate degradation
1.8.1.4,Emma2metabat.47,Emma2,Dihydrolipoyl dehydrogenase 3,lpd3,Shinella zoogloeoides,0.42,species,Low,Citrate cycle (TCA cycle)
2.3.1.61,Emma2metabat.47,Emma2,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB_2,Shinella zoogloeoides,0.42,species,Low,Citrate cycle (TCA cycle)
6.2.1.25,Emma2metabat.48,Emma2,Benzoate--CoA ligase,bclA,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
6.2.1.25,Emma2metabat.48,Emma2,Benzoate--CoA ligase,bclA,Pelagibacterium,0.35,genus,Medium,Aminobenzoate degradation
1.13.11.2,Emma2metabat.48,Emma2,"Catechol-2,3-dioxygenase",catE,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
5.5.1.2,Emma2metabat.48,Emma2,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
1.13.11.3,Emma2metabat.48,Emma2,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Pelagibacterium,0.35,genus,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Emma2metabat.48,Emma2,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
1.13.11.3,Emma2metabat.48,Emma2,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Pelagibacterium,0.35,genus,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Emma2metabat.48,Emma2,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
3.1.1.24,Emma2metabat.48,Emma2,3-oxoadipate enol-lactonase 2,catD_1,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
1.14.13.2,Emma2metabat.48,Emma2,p-hydroxybenzoate hydroxylase,pobA_1,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
4.1.1.7,Emma2metabat.48,Emma2,Benzoylformate decarboxylase,mdlC,Pelagibacterium,0.35,genus,Medium,Aminobenzoate degradation
1.2.1.67,Emma2metabat.48,Emma2,Vanillin dehydrogenase,vdh,Pelagibacterium,0.35,genus,Medium,Aminobenzoate degradation
1.14.13.2,Emma2metabat.48,Emma2,p-hydroxybenzoate hydroxylase,pobA_2,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
4.1.3.17,Emma2metabat.48,Emma2,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
1.1.1.42,Emma2metabat.48,Emma2,Isocitrate dehydrogenase [NADP],icd,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
1.3.5.1,Emma2metabat.48,Emma2,Succinate dehydrogenase flavoprotein subunit,sdhA,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
1.3.5.1,Emma2metabat.48,Emma2,Succinate dehydrogenase iron-sulfur subunit,sdhB,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
1.1.1.37,Emma2metabat.48,Emma2,Malate dehydrogenase,mdh_1,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
6.2.1.5,Emma2metabat.48,Emma2,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
6.2.1.5,Emma2metabat.48,Emma2,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
1.2.4.2,Emma2metabat.48,Emma2,2-oxoglutarate dehydrogenase E1 component,sucA,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
2.3.1.61,Emma2metabat.48,Emma2,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
1.8.1.4,Emma2metabat.48,Emma2,Dihydrolipoyl dehydrogenase 3,lpd3,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
1.8.1.4,Emma2metabat.48,Emma2,Dihydrolipoyl dehydrogenase,lpd,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
2.3.1.12,Emma2metabat.48,Emma2,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
1.14.13.24,Emma2metabat.48,Emma2,3-hydroxybenzoate 6-hydroxylase 1,xlnD,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
4.1.3.39,Emma2metabat.48,Emma2,4-hydroxy-2-oxovalerate aldolase,mhpE,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
1.2.1.10,Emma2metabat.48,Emma2,Acetaldehyde dehydrogenase,mhpF,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
2.8.3.6,Emma2metabat.48,Emma2,3-oxoadipate CoA-transferase subunit A,catI,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
2.8.3.6,Emma2metabat.48,Emma2,3-oxoadipate CoA-transferase subunit B,catJ,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
2.3.1.174,Emma2metabat.48,Emma2,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",paaJ_1,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
4.2.1.2,Emma2metabat.48,Emma2,Fumarate hydratase class II,fumC,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
6.4.1.1,Emma2metabat.48,Emma2,Pyruvate carboxylase,pycA,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
3.5.1.86,Emma2metabat.48,Emma2,Mandelamide hydrolase,mdlY,Pelagibacterium,0.35,genus,Medium,Aminobenzoate degradation
2.3.1.174,Emma2metabat.48,Emma2,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",paaJ_2,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
2.3.1.9,Emma2metabat.48,Emma2,Acetyl-CoA acetyltransferase,thlA,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
1.1.1.35,Emma2metabat.48,Emma2,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
2.3.1.16,Emma2metabat.48,Emma2,3-ketoacyl-CoA thiolase FadI,fadI,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
3.1.1.24,Emma2metabat.48,Emma2,3-oxoadipate enol-lactonase 2,catD_2,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
4.1.1.49,Emma2metabat.48,Emma2,Phosphoenolpyruvate carboxykinase (ATP),pckA,Pelagibacterium,0.35,genus,Medium,Citrate cycle (TCA cycle)
3.7.1.9,Emma2metabat.48,Emma2,2-hydroxymuconate semialdehyde hydrolase,xylF_3,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
2.3.1.9,Emma2metabat.48,Emma2,Acetyl-CoA acetyltransferase,phaA,Pelagibacterium,0.35,genus,Medium,Benzoate degradation
4.1.3.17,Emma2metabat.49,Emma2,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK_1,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
1.3.5.4,Emma2metabat.49,Emma2,Fumarate reductase flavoprotein subunit,ifcA_1,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.1.99.31,Emma2metabat.49,Emma2,(S)-mandelate dehydrogenase,mdlB_1,Hyphomicrobiaceae,0.34,family,Medium,Aminobenzoate degradation
3.1.1.57,Emma2metabat.49,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_1,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
3.1.1.57,Emma2metabat.49,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_1,Hyphomicrobiaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.17,Emma2metabat.49,Emma2,putative enoyl-CoA hydratase 1,NA,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
4.2.1.17,Emma2metabat.49,Emma2,putative enoyl-CoA hydratase 1,NA,Hyphomicrobiaceae,0.34,family,Medium,Aminobenzoate degradation
1.7.1.16,Emma2metabat.49,Emma2,Nitrobenzene nitroreductase,nbzA,Hyphomicrobiaceae,0.34,family,Medium,Aminobenzoate degradation
1.8.1.4,Emma2metabat.49,Emma2,Dihydrolipoyl dehydrogenase 3,lpd3,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
2.3.1.61,Emma2metabat.49,Emma2,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.2.4.2,Emma2metabat.49,Emma2,2-oxoglutarate dehydrogenase E1 component,sucA,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
6.2.1.5,Emma2metabat.49,Emma2,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
6.2.1.5,Emma2metabat.49,Emma2,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.1.1.37,Emma2metabat.49,Emma2,Malate dehydrogenase,mdh,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.3.5.1,Emma2metabat.49,Emma2,Succinate dehydrogenase iron-sulfur subunit,sdhB,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.3.5.1,Emma2metabat.49,Emma2,Succinate dehydrogenase flavoprotein subunit,sdhA,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
4.2.1.3,Emma2metabat.49,Emma2,Aconitate hydratase A,acnA,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
1.14.12.7,Emma2metabat.49,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_1,Hyphomicrobiaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
3.1.1.57,Emma2metabat.49,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_2,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
3.1.1.57,Emma2metabat.49,Emma2,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_2,Hyphomicrobiaceae,0.34,family,Medium,Aminobenzoate degradation
2.3.1.16,Emma2metabat.49,Emma2,3-ketoacyl-CoA thiolase FadI,fadI_1,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
2.1.1.341,Emma2metabat.49,Emma2,Vanillate/3-O-methylgallate O-demethylase,ligM,Hyphomicrobiaceae,0.34,family,Medium,Aminobenzoate degradation
2.8.3.6,Emma2metabat.49,Emma2,3-oxoadipate CoA-transferase subunit A,catI,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
2.8.3.6,Emma2metabat.49,Emma2,3-oxoadipate CoA-transferase subunit B,catJ,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
2.3.1.174,Emma2metabat.49,Emma2,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",paaJ,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
1.6.5.7,Emma2metabat.49,Emma2,"2-hydroxy-1,4-benzoquinone reductase",NA,Hyphomicrobiaceae,0.34,family,Medium,Aminobenzoate degradation
1.13.11.2,Emma2metabat.49,Emma2,"Catechol-2,3-dioxygenase",catE_1,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
1.1.99.31,Emma2metabat.49,Emma2,(S)-mandelate dehydrogenase,mdlB_2,Hyphomicrobiaceae,0.34,family,Medium,Aminobenzoate degradation
4.2.1.80,Emma2metabat.49,Emma2,2-keto-4-pentenoate hydratase,mhpD,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
1.8.1.4,Emma2metabat.49,Emma2,Dihydrolipoyl dehydrogenase,lpd,Hyphomicrobiaceae,0.34,family,Medium,Citrate cycle (TCA cycle)
5.5.1.2,Emma2metabat.49,Emma2,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
4.1.1.7,Emma2metabat.49,Emma2,Benzoylformate decarboxylase,mdlC,Hyphomicrobiaceae,0.34,family,Medium,Aminobenzoate degradation
1.2.1.78,Emma2metabat.49,Emma2,2-formylbenzoate dehydrogenase,phdK_1,Hyphomicrobiaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.14.12.7,Emma2metabat.49,Emma2,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_2,Hyphomicrobiaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.2.1.67,Emma2metabat.49,Emma2,Vanillin dehydrogenase,vdh,Hyphomicrobiaceae,0.34,family,Medium,Aminobenzoate degradation
4.1.3.17,Emma2metabat.49,Emma2,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,rraA,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
3.1.1.102,Emma2metabat.49,Emma2,Mono(2-hydroxyethyl) terephthalate hydrolase,NA,Hyphomicrobiaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
1.2.1.78,Emma2metabat.49,Emma2,2-formylbenzoate dehydrogenase,phdK_2,Hyphomicrobiaceae,0.34,family,Medium,Polycyclic aromatic hydrocarbon degradation
4.2.1.83,Emma2metabat.49,Emma2,4-oxalmesaconate hydratase,galB,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
4.1.3.17,Emma2metabat.49,Emma2,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK_2,Hyphomicrobiaceae,0.34,family,Medium,Benzoate degradation
